file_scenario,file_period,geo_name,ensmean,ensmax,ensmin
rcp45,2030,5236,16.89,19.85,12.32
rcp45,2030,5237,22.91,26.49,17.39
rcp45,2030,5238,31.65,35.65,25.46
rcp45,2030,5240,14.65,17.23,10.61
rcp45,2030,5241,14.92,17.38,10.78
rcp45,2030,5242,13.19,15.64,9.49
rcp45,2030,5243,14.57,16.88,10.58
rcp45,2030,5244,16.81,19.47,12.39
rcp45,2030,5245,13.5,15.82,9.68
rcp45,2030,5250,14.96,17.15,10.85
rcp45,2030,5251,16.5,19.11,12.08
rcp45,2030,5252,18.35,20.98,13.82
rcp45,2030,5253,27.39,30.43,21.98
rcp45,2030,5254,23.88,26.74,18.76
rcp45,2030,5255,17.5,19.74,13.27
rcp45,2030,5256,17.24,19.12,13.35
rcp45,2030,5259,22.26,24.56,17.75
rcp45,2030,5260,25.95,28.57,20.89
rcp45,2030,5261,24.05,26.86,19.1
rcp45,2030,5262,19.94,22.33,15.85
rcp45,2030,5263,15.33,17.15,12.03
rcp45,2030,5264,15.93,17.68,12.81
rcp45,2030,5265,21.54,24.01,17.02
rcp45,2030,5266,21.31,23.77,17.09
rcp45,2030,5267,24.8,27.48,20.09
rcp45,2030,5268,24.53,27.31,19.68
rcp45,2030,5269,24.56,27.27,19.62
rcp45,2030,5270,22.89,25.59,18.54
rcp45,2030,5271,18.38,20.72,14.57
rcp45,2030,5272,13,14.76,10.24
rcp45,2030,5273,12,13.72,9.41
rcp45,2030,5275,11.07,12.92,8.64
rcp45,2030,5276,4.99,6.23,3.48
rcp45,2030,5277,13.29,14.95,10.38
rcp45,2030,5278,10.63,12.1,8.43
rcp45,2030,5279,10.32,11.7,8.29
rcp45,2030,5280,8.21,9.45,6.67
rcp45,2030,5290,7.08,8.1,5.9
rcp45,2030,5291,6.79,7.77,5.61
rcp45,2030,5301,29.67,33.17,23.64
rcp45,2030,5302,32.01,35.68,25.91
rcp45,2030,5303,35.09,39.58,28.84
rcp45,2030,5304,36.74,42.03,30.27
rcp45,2030,5306,30.47,34.28,24.4
rcp45,2030,5307,33.06,36.98,26.59
rcp45,2030,5308,37.53,42.57,30.71
rcp45,2030,5309,37.68,42.59,30.97
rcp45,2030,5310,40.13,46.18,32.94
rcp45,2030,5311,39.41,45.72,32.34
rcp45,2030,5320,44.28,50.65,37.47
rcp45,2030,5321,45.95,52.21,39.47
rcp45,2030,5322,45.47,52.18,38.93
rcp45,2030,5330,43.53,50.19,36.72
rcp45,2030,5331,42.76,49.57,35.72
rcp45,2030,5332,41.93,48.64,34.79
rcp45,2030,5333,39.63,46.25,32.48
rcp45,2030,5340,41.51,48.14,35.19
rcp45,2030,5341,42.91,49.8,36.58
rcp45,2030,5342,41.43,48.06,34.76
rcp45,2030,5343,39.96,46.49,33.21
rcp45,2030,5344,40.23,46.62,33.4
rcp45,2030,5345,41.64,48.41,34.81
rcp45,2030,5346,43.45,50.65,36.65
rcp45,2030,5350,30.71,35.25,24.47
rcp45,2030,5351,21.73,25.49,16.45
rcp45,2030,5352,25.02,29.44,19.29
rcp45,2030,5353,30.57,34.99,24.25
rcp45,2030,5354,38.41,43.67,31.71
rcp45,2030,5355,27.1,31.78,20.86
rcp45,2030,5356,32.3,37.44,25.51
rcp45,2030,5357,41.21,46.98,34.4
rcp45,2030,5360,28.79,33.53,22.45
rcp45,2030,5371,32.67,36.99,26.49
rcp45,2030,5372,30.63,35.02,24.43
rcp45,2030,5373,29.23,34.22,22.54
rcp45,2030,5374,34.62,40.16,27.72
rcp45,2030,5381,33.2,39.29,26.15
rcp45,2030,5400,33.95,38.14,27.84
rcp45,2030,5401,33.72,38.43,27.56
rcp45,2030,5410,32.95,37.44,26.74
rcp45,2030,5411,31.8,36.75,25.55
rcp45,2030,5412,31.13,36.49,24.73
rcp45,2030,5413,27.84,33.09,21.21
rcp45,2030,5414,28.84,34.24,22.15
rcp45,2030,5415,27.69,33.01,21.24
rcp45,2030,5416,29.12,34.94,22.21
rcp45,2030,5417,45.87,53.71,38.82
rcp45,2030,5418,35.8,42.83,28.64
rcp45,2030,5419,35.19,42.79,27.92
rcp45,2030,5420,31.78,39.51,24.39
rcp45,2030,5421,36.08,44.67,28.78
rcp45,2030,5422,40.57,50.39,32.81
rcp45,2030,5431,42.22,51.69,33.51
rcp45,2030,5432,58.06,69.63,49.44
rcp45,2030,5433,51.36,61.04,41.61
rcp45,2030,5434,64.17,76.47,55.18
rcp45,2030,5440,67.73,78.83,59.48
rcp45,2030,5451,30.85,36.27,24.53
rcp45,2030,5452,29.72,35.13,23.33
rcp45,2030,5453,33.13,38.89,26.48
rcp45,2030,5454,33.96,41.05,26.68
rcp45,2030,5455,32.17,38.68,25.16
rcp45,2030,5460,35.26,39.62,29.15
rcp45,2030,5461,36.91,41.81,30.43
rcp45,2030,5462,37.3,43.18,30.32
rcp45,2030,5464,39.56,45.8,32.03
rcp45,2030,5470,39.11,46.23,31.39
rcp45,2030,5471,38.94,46.51,31.21
rcp45,2030,5472,38.54,46.07,30.78
rcp45,2030,5473,40.06,47.63,32.07
rcp45,2030,5480,38.66,45.99,30.84
rcp45,2030,5481,38.55,45.53,30.91
rcp45,2030,5482,40.5,48.25,32.28
rcp45,2030,5483,39.77,47.26,31.91
rcp45,2030,5485,43.29,51.02,35.22
rcp45,2030,5490,38.48,46.18,30.49
rcp45,2030,5491,34.6,42.17,26.98
rcp45,2030,5493,34.26,43.19,26.51
rcp45,2030,5495,44.01,50.54,36.75
rcp45,2030,5501,33.33,37.14,27.6
rcp45,2030,5502,34.09,38.13,28.26
rcp45,2030,5510,35.56,40.52,29.2
rcp45,2030,5520,39.09,44.74,32.11
rcp45,2030,5521,42.84,49.35,34.95
rcp45,2030,5522,41.13,46.71,34.43
rcp45,2030,5523,42.6,49.21,34.97
rcp45,2030,5540,43.19,49.3,36.05
rcp45,2030,5550,35.87,40.37,29.55
rcp45,2030,5552,32.2,37.12,26.24
rcp45,2030,5554,34.85,39.67,28.94
rcp45,2030,5555,39.09,44.7,32.35
rcp45,2030,5558,31.49,35.84,26.04
rcp45,2030,5560,35.48,40.75,29.18
rcp45,2030,5571,24.75,27.88,19.55
rcp45,2030,5572,27.77,32.33,22.35
rcp45,2030,5573,25.43,28.86,20.42
rcp45,2030,5600,36.81,40.45,31.1
rcp45,2030,5601,38.29,43.15,32.42
rcp45,2030,5602,31.4,36.31,25.98
rcp45,2030,5603,26.99,30.77,21.57
rcp45,2030,5605,19.36,22.62,15.18
rcp45,2030,5606,6.89,8.5,5
rcp45,2030,5607,18.54,21.46,14.39
rcp45,2030,5608,36.67,40.58,30.85
rcp45,2030,5609,36.87,41.05,31.03
rcp45,2030,5611,39.93,46.57,33.44
rcp45,2030,5630,11.9,14.08,8.03
rcp45,2030,5631,15.28,17.69,10.92
rcp45,2030,5632,20.19,23.25,15.45
rcp45,2030,5633,37.59,43.11,31.09
rcp45,2030,5640,30.48,35.64,24.85
rcp45,2030,5641,46.28,53.8,39.18
rcp45,2030,5642,35.15,40.72,28.98
rcp45,2030,5650,47.21,53.7,40.28
rcp45,2030,5651,51.98,59.22,44.87
rcp45,2030,5652,51.59,58.67,44.36
rcp45,2030,5653,50.62,57.44,43.44
rcp45,2030,5654,42.98,48.72,36.07
rcp45,2030,5655,52.05,59.22,44.68
rcp45,2030,5660,43.12,49.42,35.34
rcp45,2030,5661,47.75,54.33,40.17
rcp45,2030,5670,32.4,36.36,26.63
rcp45,2030,5671,34.76,39.27,29.03
rcp45,2030,5680,42.09,47.9,35.02
rcp45,2030,5690,59.82,69.04,52.5
rcp45,2030,5700,47.93,54.58,40.81
rcp45,2030,5701,44.94,51.95,37.46
rcp45,2030,5710,52.99,60.03,45.43
rcp45,2030,5713,76.99,88.46,67.92
rcp45,2030,5715,56.83,65.98,48.4
rcp45,2030,5717,61.94,71.07,53.87
rcp45,2030,5719,81.27,92.93,72.94
rcp45,2030,5720,92.23,104.75,82.96
rcp45,2030,5722,90.38,103.33,81.23
rcp45,2030,5723,108.2,120.88,98.34
rcp45,2030,5724,124.28,135.48,115.51
rcp45,2030,5725,88.6,101.3,80.04
rcp45,2030,5730,63.32,76.07,54.57
rcp45,2030,5731,116.93,128.41,108.66
rcp45,2030,5732,76.34,88.94,68.14
rcp45,2030,5733,120.78,132.29,112.09
rcp45,2030,5734,132.91,143.14,124.67
rcp45,2030,5950,23.06,25,18.5
rcp45,2030,6032,36.23,42.65,29.95
rcp45,2030,6033,36.23,42.65,29.95
rcp45,2030,6034,36.23,42.65,29.95
rcp45,2030,6035,36.23,42.65,29.95
rcp45,2030,6037,36.23,42.65,29.95
rcp45,2030,6041,36.23,42.65,29.95
rcp45,2030,6043,29.81,36.5,23.85
rcp45,2030,6044,29.81,36.5,23.85
rcp45,2030,6054,31.91,38.45,24.65
rcp45,2030,6055,31.91,38.45,24.65
rcp45,2030,6056,31.91,38.45,24.65
rcp45,2030,6057,31.91,38.45,24.65
rcp45,2030,6058,31.91,38.45,24.65
rcp45,2030,6069,31.91,38.45,24.65
rcp45,2030,6070,31.91,38.45,24.65
rcp45,2030,6071,31.91,38.45,24.65
rcp45,2030,6072,31.91,38.45,24.65
rcp45,2030,6073,31.91,38.45,24.65
rcp45,2030,6074,31.91,38.45,24.65
rcp45,2030,6076,31.91,38.45,24.65
rcp45,2030,6078,36.23,42.65,29.95
rcp45,2030,6081,31.91,38.45,24.65
rcp45,2030,6082,37.87,44.85,29.35
rcp45,2030,6083,37.87,44.85,29.35
rcp45,2030,6084,37.32,44.12,29.55
rcp45,2030,6102,31.91,38.45,24.65
rcp45,2030,6104,31.91,38.45,24.65
rcp45,2030,6105,31.91,38.45,24.65
rcp45,2030,6106,31.91,38.45,24.65
rcp45,2030,6107,31.91,38.45,24.65
rcp45,2030,6108,31.91,38.45,24.65
rcp45,2030,6109,31.91,38.45,24.65
rcp45,2030,6110,27.1,33.6,19.7
rcp45,2030,6111,27.1,33.6,19.7
rcp45,2030,6112,27.1,33.6,19.7
rcp45,2030,6121,22.28,28.75,14.75
rcp45,2030,6122,22.28,28.75,14.75
rcp45,2030,6123,22.28,28.75,14.75
rcp45,2030,6124,22.28,28.75,14.75
rcp45,2030,6125,22.28,28.75,14.75
rcp45,2030,6126,22.28,28.75,14.75
rcp45,2030,6147,31.91,38.45,24.65
rcp45,2030,6148,31.91,38.45,24.65
rcp45,2030,6155,27.1,33.6,19.7
rcp45,2030,6164,22.28,28.75,14.75
rcp45,2030,6167,22.28,28.75,14.75
rcp45,2030,6170,22.28,28.75,14.75
rcp45,2030,6171,22.28,28.75,14.75
rcp45,2030,6176,22.28,28.75,14.75
rcp45,2030,6180,22.28,28.75,14.75
rcp45,2030,6181,22.28,28.75,14.75
rcp45,2030,6182,22.28,28.75,14.75
rcp45,2030,6207,20.9,27.38,13.62
rcp45,2030,6208,20.9,27.38,13.62
rcp45,2030,6209,20.9,27.38,13.62
rcp45,2030,6210,20.9,27.38,13.62
rcp45,2030,6211,19.51,26,12.5
rcp45,2030,6213,23.34,30.19,16.16
rcp45,2030,6214,19.51,26,12.5
rcp45,2030,6215,21.33,28.3,14.45
rcp45,2030,6218,19.51,26,12.5
rcp45,2030,6219,18.12,24.4,11.3
rcp45,2030,6220,20.44,27.03,13.86
rcp45,2030,6221,19.55,25.75,13.28
rcp45,2030,6223,16.73,22.8,10.1
rcp45,2030,6224,16.73,22.8,10.1
rcp45,2030,6225,19.56,25.61,13.68
rcp45,2030,6226,16.73,22.8,10.1
rcp45,2030,6227,16.73,22.8,10.1
rcp45,2030,6228,16.73,22.8,10.1
rcp45,2030,6229,16.73,22.8,10.1
rcp45,2030,6230,15.53,21.3,9.43
rcp45,2030,6232,16.73,22.8,10.1
rcp45,2030,6233,16.73,22.8,10.1
rcp45,2030,6236,17.64,23.45,11.73
rcp45,2030,6237,15.53,21.3,9.43
rcp45,2030,6239,17.94,23.67,12.27
rcp45,2030,6240,15.72,21.15,10.18
rcp45,2030,6243,17.12,22.5,11.6
rcp45,2030,6244,16.06,20.8,11.5
rcp45,2030,6251,15.72,21.15,10.18
rcp45,2030,6252,15.72,21.15,10.18
rcp45,2030,6253,12.69,16.97,8.35
rcp45,2030,6254,17.12,22.5,11.6
rcp45,2030,6255,12.74,16.91,8.68
rcp45,2030,6256,11.64,15.48,7.78
rcp45,2030,6258,6.92,9.15,4.67
rcp45,2030,6260,6.4,8.8,3.8
rcp45,2030,6262,4.59,6.08,2.9
rcp45,2030,6271,14.33,19.8,8.75
rcp45,2030,6275,11.58,15.74,7.31
rcp45,2030,6280,7.46,10.53,4.37
rcp45,2030,6282,1.44,2.6,0.55
rcp45,2030,6284,7.46,10.53,4.37
rcp45,2030,6285,4.02,5.9,2.17
rcp45,2030,6286,1.44,2.6,0.55
rcp45,2030,6288,4.02,5.9,2.17
rcp45,2030,6302,39.52,46.39,30.12
rcp45,2030,6304,38.84,45.52,29.5
rcp45,2030,6306,37.28,43.84,27.98
rcp45,2030,6308,31.95,38.64,23.57
rcp45,2030,6309,30.8,37.25,22.4
rcp45,2030,6311,27.9,34.28,20.41
rcp45,2030,6312,26.88,33.22,19.65
rcp45,2030,6313,24.99,31.3,18.43
rcp45,2030,6315,23.57,29.64,17.26
rcp45,2030,6316,20.05,25.48,14.9
rcp45,2030,6317,20.62,26.15,15.04
rcp45,2030,6318,16.73,21.61,12.22
rcp45,2030,6320,12.35,15.97,8.85
rcp45,2030,6321,10.65,13.71,7.58
rcp45,2030,6322,8.09,10.33,5.67
rcp45,2030,6323,6.87,8.6,4.6
rcp45,2030,6324,6.16,7.83,4.52
rcp45,2030,6326,5.43,6.78,4.03
rcp45,2030,6327,4.47,5.6,3.55
rcp45,2030,6328,8.72,10.48,6.63
rcp45,2030,6330,4.71,5.88,3.75
rcp45,2030,6333,4.85,6.17,3.65
rcp45,2030,6335,14.11,17.66,10.2
rcp45,2030,6336,12.58,15.04,9.15
rcp45,2030,6337,14.44,17.13,10.77
rcp45,2030,6338,9.34,11.48,7.07
rcp45,2030,6341,20.08,24.85,14.38
rcp45,2030,6343,17.51,21.16,12.27
rcp45,2030,6346,17.36,20.52,12.88
rcp45,2030,6348,17.44,19.8,13.72
rcp45,2030,6350,24.49,30.5,17.73
rcp45,2030,6351,24.43,30.4,17.5
rcp45,2030,6352,25.88,31.52,18.35
rcp45,2030,6353,26.16,31.73,18.4
rcp45,2030,6355,29.61,35.57,21.24
rcp45,2030,6356,25.24,30.92,18.12
rcp45,2030,6357,38.51,45.63,28.47
rcp45,2030,6358,48.5,56.27,37.42
rcp45,2030,6359,40.04,47.94,29.93
rcp45,2030,6361,27.59,33.69,19.83
rcp45,2030,6363,28.69,34.8,20.33
rcp45,2030,6365,35.98,42.54,26.36
rcp45,2030,6367,43.82,50.82,33.1
rcp45,2030,6368,47.29,54.71,36.31
rcp45,2030,6369,48.74,56.8,37.7
rcp45,2030,6370,30.68,36.88,21.93
rcp45,2030,6372,30.68,36.88,21.93
rcp45,2030,6373,35.72,42.06,26.13
rcp45,2030,6375,37.41,43.73,27.47
rcp45,2030,6383,47.31,54.29,36.3
rcp45,2030,6384,45.35,52.12,34.48
rcp45,2030,6385,45.35,52.12,34.48
rcp45,2030,6386,45.35,52.12,34.48
rcp45,2030,6390,23.34,30.19,16.16
rcp45,2030,6391,24.77,31.32,18.13
rcp45,2030,6392,23.26,29.52,17.18
rcp45,2030,6393,18.99,24.53,13.78
rcp45,2030,6394,18.36,23.8,13.31
rcp45,2030,6395,14.07,18.38,10.09
rcp45,2030,6396,9.52,12.52,6.77
rcp45,2030,6397,7.27,9.4,5.25
rcp45,2030,6398,5.03,6.58,3.52
rcp45,2030,6401,53.59,60.81,42.45
rcp45,2030,6403,53.53,60.9,41.9
rcp45,2030,6405,55.63,63.03,44.07
rcp45,2030,6407,56.88,64.3,45.04
rcp45,2030,6409,54.93,62.42,43.08
rcp45,2030,6410,55.62,63.19,43.65
rcp45,2030,6411,54.73,62.27,42.8
rcp45,2030,6412,57.69,65.5,45.35
rcp45,2030,6413,57.69,65.5,45.35
rcp45,2030,6414,54.96,63.15,42.75
rcp45,2030,6415,54.71,62.67,42.77
rcp45,2030,6418,51.19,58.95,39.62
rcp45,2030,6419,50.68,58.02,39.35
rcp45,2030,6420,51.49,59.77,39.91
rcp45,2030,6421,58.68,67.21,46.4
rcp45,2030,6422,58.5,66.68,46.05
rcp45,2030,6423,59.93,68.79,47.6
rcp45,2030,6424,56.09,64.69,43.84
rcp45,2030,6425,52.44,61.81,40.36
rcp45,2030,6426,61.69,71.84,49.25
rcp45,2030,6427,68.27,79.02,55.8
rcp45,2030,6428,45.72,52.64,34.84
rcp45,2030,6429,54.62,66.54,42.61
rcp45,2030,6430,57.75,69.9,45.75
rcp45,2030,6431,72.94,84.83,62.81
rcp45,2030,6432,57.75,69.9,45.75
rcp45,2030,6434,52.52,62.31,45.03
rcp45,2030,6436,85.16,96.79,72.36
rcp45,2030,6437,105.96,118.52,94.49
rcp45,2030,6438,97.47,110.09,86.12
rcp45,2030,6440,105.89,119.55,93.84
rcp45,2030,6442,51.37,63.05,40.6
rcp45,2030,6443,35.83,44.37,28.87
rcp45,2030,6445,27.36,33.75,20.85
rcp45,2030,6446,21.18,25.78,16.68
rcp45,2030,6447,19.72,23.9,15.41
rcp45,2030,6448,17.16,19.95,13.57
rcp45,2030,6450,17.6,20.87,13.56
rcp45,2030,6452,24.1,30.79,19.15
rcp45,2030,6460,53.59,60.81,42.45
rcp45,2030,6461,62.58,69.83,50.65
rcp45,2030,6462,61.93,69.25,49.75
rcp45,2030,6463,63.11,70.38,50.96
rcp45,2030,6465,64.18,71.55,52.05
rcp45,2030,6466,64.18,71.55,52.05
rcp45,2030,6467,70.88,78.7,58.7
rcp45,2030,6468,80.92,89.38,68.55
rcp45,2030,6470,77.59,85.85,65.35
rcp45,2030,6472,83.76,93.61,70.77
rcp45,2030,6473,76.41,85.66,63.51
rcp45,2030,6475,70.49,78.29,58.15
rcp45,2030,6476,70.1,77.88,57.6
rcp45,2030,6477,68.32,76.68,55.74
rcp45,2030,6479,69.14,78.31,56.34
rcp45,2030,6480,59.61,67.81,47.18
rcp45,2030,6484,68.26,78.83,55.3
rcp45,2030,6485,63.11,70.38,50.96
rcp45,2030,6487,61.66,69.12,49.3
rcp45,2030,6488,62.19,69.94,49.79
rcp45,2030,6489,60.72,68.95,48.3
rcp45,2030,6490,59.61,67.81,47.18
rcp45,2030,6501,36.23,42.65,29.95
rcp45,2030,6502,45.9,52.89,36.65
rcp45,2030,6503,37.86,44.6,30.6
rcp45,2030,6504,41.89,48.65,33.98
rcp45,2030,6505,46.59,53.43,37.52
rcp45,2030,6506,47.54,54.65,38
rcp45,2030,6507,44.66,51.7,36.59
rcp45,2030,6509,58.1,65.41,47.25
rcp45,2030,6510,55.45,62.53,45.55
rcp45,2030,6511,32.91,40.1,27.3
rcp45,2030,6512,56.52,63.62,46.9
rcp45,2030,6513,65.65,72.85,55.24
rcp45,2030,6514,50.62,57.42,43.32
rcp45,2030,6515,75.36,82.85,64.14
rcp45,2030,6516,50.62,57.42,43.32
rcp45,2030,6517,83.81,91.35,72
rcp45,2030,6518,64.92,71.96,55.29
rcp45,2030,6519,83.09,90.44,72.01
rcp45,2030,6521,57.63,64.58,48.72
rcp45,2030,6522,82.07,89.79,70.87
rcp45,2030,6525,73.08,80.3,62.96
rcp45,2030,6528,57.96,64.45,49.4
rcp45,2030,6532,87.04,95.81,75.23
rcp45,2030,6535,57.9,64.48,48.5
rcp45,2030,6536,72.14,80.63,60.34
rcp45,2030,6537,76.06,84.92,64.42
rcp45,2030,6556,31.91,38.45,24.65
rcp45,2030,6558,31.91,38.45,24.65
rcp45,2030,6560,37.87,44.85,29.35
rcp45,2030,6562,42.81,49.74,33.22
rcp45,2030,6564,48.68,56.08,37.98
rcp45,2030,6566,43.83,51.25,34.05
rcp45,2030,6567,49.92,57.12,39.32
rcp45,2030,6568,49.92,57.12,39.32
rcp45,2030,6569,56.01,63,44.6
rcp45,2030,6571,56.01,63,44.6
rcp45,2030,6572,60.74,68.3,48.95
rcp45,2030,6574,64.42,72,53.2
rcp45,2030,6575,70.22,77.9,58.76
rcp45,2030,6603,61.66,69.06,49.8
rcp45,2030,6605,64.83,72.58,52.67
rcp45,2030,6606,70.9,78.81,58.84
rcp45,2030,6608,70.92,78.92,58.98
rcp45,2030,6609,76.55,84.48,64.67
rcp45,2030,6612,95.45,105.25,82.96
rcp45,2030,6613,82.77,90.61,70.91
rcp45,2030,6614,84.91,92.73,73
rcp45,2030,6616,89.52,97.42,77.5
rcp45,2030,6620,97.41,106.17,85.12
rcp45,2030,6623,97.3,106.33,85.16
rcp45,2030,6625,93.85,102.62,81.85
rcp45,2030,6627,97.64,106.71,85.8
rcp45,2030,6628,97.09,106.37,85.25
rcp45,2030,6630,122.8,133.08,110.95
rcp45,2030,6631,106,115.91,93.86
rcp45,2030,6632,79.92,87.72,69.15
rcp45,2030,6635,118.62,129.56,106.43
rcp45,2030,6638,105.53,117.39,92.28
rcp45,2030,6639,102.14,114.36,89.01
rcp45,2030,6640,128.77,140.89,116.64
rcp45,2030,6642,152.12,163.97,138.42
rcp45,2030,6646,141.75,155.24,128.28
rcp45,2030,6701,126.87,137.96,112.94
rcp45,2030,6705,162.91,173.53,150.53
rcp45,2030,6707,159.23,172.08,140.49
rcp45,2030,6710,176.39,187.13,159.47
rcp45,2030,6713,187.75,199.4,164.5
rcp45,2030,6714,196.93,207.19,177.77
rcp45,2030,6716,191.27,200.85,173.2
rcp45,2030,6718,202.65,213.55,182.45
rcp45,2030,6720,199.15,210.22,177.82
rcp45,2030,6721,206.87,217.17,188.57
rcp45,2030,6722,204.78,215.23,185.71
rcp45,2030,6725,181.61,193.56,163.24
rcp45,2030,6726,147.37,162.85,126.7
rcp45,2030,6728,205.59,217.68,186.04
rcp45,2030,6740,159.79,173.13,140.91
rcp45,2030,6743,182.81,195.2,160.61
rcp45,2030,6751,183,192.44,167.65
rcp45,2030,6753,176.12,186.32,160.08
rcp45,2030,6754,190.92,199.65,177.15
rcp45,2030,6758,196.67,205.3,182.49
rcp45,2030,6760,207.75,216.77,192.63
rcp45,2030,6762,204.58,215.23,188.95
rcp45,2030,6765,242.25,255.32,222.03
rcp45,2030,6770,202.53,215.26,182.42
rcp45,2030,7000,0.53,0.65,0.3
rcp45,2030,7004,0.53,0.65,0.3
rcp45,2030,7005,0.53,0.65,0.3
rcp45,2030,7007,0.53,0.65,0.3
rcp45,2030,7008,0.53,0.65,0.3
rcp45,2030,7009,0.53,0.65,0.3
rcp45,2030,7010,0.53,0.65,0.3
rcp45,2030,7011,0.53,0.65,0.3
rcp45,2030,7012,0.53,0.65,0.3
rcp45,2030,7015,0.53,0.65,0.3
rcp45,2030,7016,0.53,0.65,0.3
rcp45,2030,7017,0.4,0.52,0.27
rcp45,2030,7025,0.4,0.52,0.27
rcp45,2030,7026,0.34,0.45,0.25
rcp45,2030,7027,0.34,0.45,0.25
rcp45,2030,7030,0.26,0.36,0.16
rcp45,2030,7050,0.53,0.65,0.3
rcp45,2030,7052,0.53,0.65,0.3
rcp45,2030,7053,0.53,0.65,0.3
rcp45,2030,7054,0.53,0.65,0.3
rcp45,2030,7055,0.53,0.65,0.3
rcp45,2030,7109,0.27,0.37,0.15
rcp45,2030,7112,0.53,0.65,0.3
rcp45,2030,7113,0.53,0.65,0.3
rcp45,2030,7116,0.24,0.37,0.09
rcp45,2030,7119,0.34,0.45,0.25
rcp45,2030,7120,0.27,0.39,0.19
rcp45,2030,7139,0.28,0.43,0.08
rcp45,2030,7140,0.16,0.23,0.09
rcp45,2030,7150,0.53,0.65,0.3
rcp45,2030,7155,0.53,0.65,0.3
rcp45,2030,7162,0.53,0.65,0.3
rcp45,2030,7171,0.32,0.45,0.25
rcp45,2030,7172,0.32,0.45,0.25
rcp45,2030,7175,0.32,0.45,0.25
rcp45,2030,7176,0.32,0.45,0.25
rcp45,2030,7190,0.24,0.37,0.17
rcp45,2030,7209,0.24,0.37,0.17
rcp45,2030,7210,0.32,0.54,0.19
rcp45,2030,7211,0.41,0.68,0.25
rcp45,2030,7212,0.31,0.55,0.17
rcp45,2030,7213,0.14,0.25,0.08
rcp45,2030,7214,0.04,0.11,0
rcp45,2030,7215,0.03,0.1,0
rcp45,2030,7216,0.04,0.12,0
rcp45,2030,7248,0.5,0.87,0.25
rcp45,2030,7249,0.84,1.4,0.5
rcp45,2030,7250,0.5,0.87,0.25
rcp45,2030,7252,0.15,0.35,0
rcp45,2030,7253,0.15,0.35,0
rcp45,2030,7254,0.15,0.35,0
rcp45,2030,7258,0.43,0.75,0.25
rcp45,2030,7259,0.27,0.5,0.12
rcp45,2030,7260,0.1,0.25,0
rcp45,2030,7261,0.06,0.15,0
rcp45,2030,7262,0.1,0.25,0
rcp45,2030,7263,0.06,0.15,0
rcp45,2030,7264,0.04,0.13,0
rcp45,2030,7265,0.06,0.15,0
rcp45,2030,7267,0.15,0.35,0
rcp45,2030,7268,0.15,0.35,0
rcp45,2030,7270,0.08,0.2,0
rcp45,2030,7275,0.08,0.2,0
rcp45,2030,7276,0.15,0.35,0
rcp45,2030,7277,0.5,0.87,0.25
rcp45,2030,7290,0.84,1.4,0.5
rcp45,2030,7291,0.84,1.4,0.5
rcp45,2030,7292,0.5,0.87,0.25
rcp45,2030,7300,0.84,1.4,0.5
rcp45,2030,7301,0.48,0.8,0.28
rcp45,2030,7302,0.44,0.75,0.25
rcp45,2030,7303,0.28,0.5,0.14
rcp45,2030,7304,0.16,0.29,0.07
rcp45,2030,7305,0.06,0.13,0.03
rcp45,2030,7306,0.04,0.08,0.01
rcp45,2030,7307,0.01,0.05,0
rcp45,2030,7310,0.01,0.03,0
rcp45,2030,7315,0.01,0.03,0
rcp45,2030,7316,0.01,0.05,0
rcp45,2030,7320,0.01,0.05,0
rcp45,2030,7321,0.01,0.05,0
rcp45,2030,7322,0.01,0.05,0
rcp45,2030,7325,0.01,0.05,0
rcp45,2030,7330,0.01,0.05,0
rcp45,2030,7466,0.14,0.27,0.03
rcp45,2030,7467,0.14,0.27,0.03
rcp45,2030,7468,0.24,0.45,0.05
rcp45,2030,7469,0.05,0.12,0.01
rcp45,2030,7470,0.13,0.27,0.03
rcp45,2050,0800,140.55,177.4,112.9
rcp45,2050,0822,126.17,150.83,106.42
rcp45,2050,0828,133.63,173.25,109.35
rcp45,2050,0829,133.63,173.25,109.35
rcp45,2050,0830,144.98,183.25,119.7
rcp45,2050,0832,147.19,186.18,123.1
rcp45,2050,0834,160.75,199.1,136.85
rcp45,2050,0835,147.19,186.18,123.1
rcp45,2050,0836,147.19,186.18,123.1
rcp45,2050,0837,160.75,199.1,136.85
rcp45,2050,0838,160.75,199.1,136.85
rcp45,2050,0839,160.75,199.1,136.85
rcp45,2050,0840,140.55,177.4,112.9
rcp45,2050,0841,150.65,188.25,124.88
rcp45,2050,0845,180.38,214.55,155.05
rcp45,2050,0846,180.38,214.55,155.05
rcp45,2050,0847,179.95,200.4,163.15
rcp45,2050,0850,182.86,200.19,168.12
rcp45,2050,0852,200.39,214.49,186.53
rcp45,2050,0853,196.28,214.9,181.07
rcp45,2050,0854,165.4,183.2,145.1
rcp45,2050,0860,185.26,196.3,175.85
rcp45,2050,0862,198.37,210.91,187.22
rcp45,2050,0870,130.47,138,125.15
rcp45,2050,0872,160.28,167.11,155.51
rcp45,2050,0873,130.47,138,125.15
rcp45,2050,0874,130.47,138,125.15
rcp45,2050,0875,130.47,138,125.15
rcp45,2050,0880,30.28,56.65,13.75
rcp45,2050,0886,175.36,206.9,158.1
rcp45,2050,2115,10.97,12.89,9.99
rcp45,2050,2116,12.07,14.1,10.97
rcp45,2050,2117,11.17,13.1,10.08
