file_scenario,file_period,geo_name,ensmean,ensmax,ensmin
rcp45diff,2030,2287,2.1,4.51,-0.37
rcp45diff,2030,2289,1.83,3.9,0
rcp45diff,2030,2290,2,4.32,-0.15
rcp45diff,2030,2291,1.83,3.9,0
rcp45diff,2030,2292,1.98,4,-0.27
rcp45diff,2030,2293,1.98,4,-0.27
rcp45diff,2030,2294,1.86,3.95,-0.38
rcp45diff,2030,2295,1.61,3.85,-0.6
rcp45diff,2030,2296,1.98,4,-0.27
rcp45diff,2030,2297,1.98,4,-0.27
rcp45diff,2030,2298,1.98,4,-0.27
rcp45diff,2030,2299,1.98,4,-0.27
rcp45diff,2030,2300,1.83,3.9,0
rcp45diff,2030,2302,1.83,3.9,0
rcp45diff,2030,2303,1.83,3.9,0
rcp45diff,2030,2304,1.87,3.98,-0.57
rcp45diff,2030,2305,1.83,3.9,0
rcp45diff,2030,2306,1.83,3.9,0
rcp45diff,2030,2307,2.13,4.1,-0.55
rcp45diff,2030,2308,2.13,4.1,-0.55
rcp45diff,2030,2311,2.12,4.49,0.16
rcp45diff,2030,2312,0.85,1.87,-0.13
rcp45diff,2030,2316,1.11,2.6,-0.68
rcp45diff,2030,2317,0.86,2.02,-0.75
rcp45diff,2030,2318,1.63,3.68,-0.78
rcp45diff,2030,2319,1.33,3.2,-0.62
rcp45diff,2030,2320,3.38,6.94,-0.62
rcp45diff,2030,2321,2.86,6,-0.82
rcp45diff,2030,2322,2.2,4.91,-1.01
rcp45diff,2030,2323,2.56,5.62,-0.83
rcp45diff,2030,2324,1.93,4.25,-0.78
rcp45diff,2030,2325,3.04,6.62,-0.19
rcp45diff,2030,2326,3.4,6.65,-0.81
rcp45diff,2030,2327,2.97,6.17,-0.95
rcp45diff,2030,2328,5.3,10.34,1
rcp45diff,2030,2329,5.53,10.72,1.49
rcp45diff,2030,2330,4.11,8.37,0.29
rcp45diff,2030,2331,4.73,9.42,-0.1
rcp45diff,2030,2333,6.21,11.92,1.31
rcp45diff,2030,2334,4.12,7.85,-0.65
rcp45diff,2030,2335,4.14,8.21,-0.39
rcp45diff,2030,2336,4.76,9.22,1.25
rcp45diff,2030,2337,3.25,6.39,0.93
rcp45diff,2030,2338,2.85,5.93,1.02
rcp45diff,2030,2339,4.9,9.86,1.82
rcp45diff,2030,2340,5.28,9.7,2.57
rcp45diff,2030,2341,7.9,15.56,3.44
rcp45diff,2030,2342,8.61,15.99,4.11
rcp45diff,2030,2343,6.98,14.01,2.9
rcp45diff,2030,2344,7.53,13.38,3.62
rcp45diff,2030,2345,7.26,12.89,3.63
rcp45diff,2030,2346,6.64,12.21,3.56
rcp45diff,2030,2347,7.24,13.76,3.77
rcp45diff,2030,2350,0.68,1.34,0.28
rcp45diff,2030,2352,3.67,6.63,1.99
rcp45diff,2030,2353,4.65,8.11,2.61
rcp45diff,2030,2354,0.6,1.24,0.14
rcp45diff,2030,2355,2.78,5.48,1.56
rcp45diff,2030,2356,16.07,29.5,8.4
rcp45diff,2030,2357,9.8,20.06,4.18
rcp45diff,2030,2358,1.32,2.85,0.83
rcp45diff,2030,2359,4.44,8.2,2.91
rcp45diff,2030,2360,5.1,9.02,3.25
rcp45diff,2030,2361,7.98,12.8,5.17
rcp45diff,2030,2365,0.59,1.24,0.29
rcp45diff,2030,2369,2.35,4.92,1.71
rcp45diff,2030,2370,0.68,1.62,0.09
rcp45diff,2030,2371,1.26,2.46,0.77
rcp45diff,2030,2372,1.76,3.83,0.48
rcp45diff,2030,2379,10.96,22.54,4.48
rcp45diff,2030,2380,11.39,22,5.04
rcp45diff,2030,2381,9.3,18.57,4.09
rcp45diff,2030,2382,11.77,22.62,5.33
rcp45diff,2030,2386,17.64,31.75,9.95
rcp45diff,2030,2387,17.8,32.06,10.45
rcp45diff,2030,2388,15.9,29.63,8.28
rcp45diff,2030,2390,13.95,25.89,7.42
rcp45diff,2030,2395,8.29,16.67,3.53
rcp45diff,2030,2396,14.2,26.88,6.73
rcp45diff,2030,2397,16.63,29.76,10.16
rcp45diff,2030,2398,16.63,28.41,10.17
rcp45diff,2030,2399,16.03,26.39,9.1
rcp45diff,2030,2400,16.97,28.86,9.38
rcp45diff,2030,2401,14.75,24.62,8.43
rcp45diff,2030,2402,12.79,21.01,7.71
rcp45diff,2030,2403,9.39,15.89,5.91
rcp45diff,2030,2404,11.14,18.93,6.4
rcp45diff,2030,2405,17.87,30.02,8.96
rcp45diff,2030,2406,18.45,32.57,9.2
rcp45diff,2030,2408,14.99,23.77,8.13
rcp45diff,2030,2409,17.07,26.74,8.89
rcp45diff,2030,2410,13.97,21.89,7.69
rcp45diff,2030,2411,15.92,25.4,8.55
rcp45diff,2030,2415,1.51,3.2,-0.04
rcp45diff,2030,2420,1.98,4.27,-0.17
rcp45diff,2030,2421,3.15,7.02,-0.53
rcp45diff,2030,2422,1.26,2.71,-0.02
rcp45diff,2030,2423,1.04,2.24,-0.17
rcp45diff,2030,2424,1.21,2.66,-0.12
rcp45diff,2030,2425,1.56,3.17,-0.14
rcp45diff,2030,2426,0.98,1.99,0.1
rcp45diff,2030,2428,0.44,1.06,-0.41
rcp45diff,2030,2429,1.2,2.56,0.02
rcp45diff,2030,2430,0.95,1.95,0.04
rcp45diff,2030,2431,-0.12,0.65,-1.15
rcp45diff,2030,2439,0.44,0.84,-0.07
rcp45diff,2030,2440,1.05,2.38,-0.24
rcp45diff,2030,2441,0.73,1.8,-0.51
rcp45diff,2030,2443,0.5,0.96,-0.01
rcp45diff,2030,2444,0.29,0.57,-0.37
rcp45diff,2030,2445,0.15,0.17,-0.28
rcp45diff,2030,2446,0.58,1.21,-0.12
rcp45diff,2030,2447,0.86,2.33,-0.71
rcp45diff,2030,2448,0.72,2.57,-1.15
rcp45diff,2030,2449,1.03,2.58,-0.68
rcp45diff,2030,2450,0.7,2.24,-0.86
rcp45diff,2030,2453,0.34,0.94,-0.14
rcp45diff,2030,2454,0.77,2.16,-0.65
rcp45diff,2030,2455,0.73,2.72,-1.47
rcp45diff,2030,2460,2.19,5.04,-0.85
rcp45diff,2030,2462,1.33,3.36,-1.18
rcp45diff,2030,2463,1.53,3.68,-1.4
rcp45diff,2030,2464,0.68,1.8,-1.27
rcp45diff,2030,2465,1.15,2.94,-1.27
rcp45diff,2030,2466,1.63,4.67,-1.62
rcp45diff,2030,2469,2.79,6.26,-1.25
rcp45diff,2030,2470,2.87,6.61,-2.15
rcp45diff,2030,2471,2.41,5.62,-2.42
rcp45diff,2030,2472,1.83,4.38,-2.21
rcp45diff,2030,2473,1.16,3.3,-2.25
rcp45diff,2030,2474,1.22,3.48,-1.13
rcp45diff,2030,2475,2.05,5.1,-0.45
rcp45diff,2030,2476,1.55,3.91,-0.41
rcp45diff,2030,2477,0.91,2.85,-1.39
rcp45diff,2030,2480,1.17,3.26,-1.42
rcp45diff,2030,2482,0.18,0.98,-0.79
rcp45diff,2030,2484,0.17,0.83,-0.8
rcp45diff,2030,2500,1.3,2.4,0.55
rcp45diff,2030,2502,1.45,2.55,0.65
rcp45diff,2030,2505,1.45,2.55,0.65
rcp45diff,2030,2506,1.45,2.55,0.65
rcp45diff,2030,2508,1.7,3.72,0.63
rcp45diff,2030,2515,1.42,3.12,0.7
rcp45diff,2030,2516,1.4,2.7,1
rcp45diff,2030,2517,1.4,2.7,1
rcp45diff,2030,2518,1.15,2.25,0.45
rcp45diff,2030,2519,1.15,2.25,0.45
rcp45diff,2030,2525,1.3,2.4,0.55
rcp45diff,2030,2526,1.47,3.03,0.48
rcp45diff,2030,2527,1.02,1.93,0.26
rcp45diff,2030,2528,1.45,2.55,0.65
rcp45diff,2030,2529,1.05,1.9,0.25
rcp45diff,2030,2530,1.33,2.57,0.5
rcp45diff,2030,2533,1.07,1.89,0.39
rcp45diff,2030,2534,0.99,1.64,0.39
rcp45diff,2030,2535,1.1,2.13,0.43
rcp45diff,2030,2536,0.96,1.98,0.56
rcp45diff,2030,2537,0.87,1.79,0.54
rcp45diff,2030,2538,1.05,2,0.43
rcp45diff,2030,2539,1.07,2.05,0.51
rcp45diff,2030,2540,1.58,3.28,0.56
rcp45diff,2030,2541,1.47,3.23,0.53
rcp45diff,2030,2545,0.83,1.59,0.49
rcp45diff,2030,2546,0.79,1.6,0.48
rcp45diff,2030,2548,1.2,2.23,0.67
rcp45diff,2030,2549,0.97,1.72,0.58
rcp45diff,2030,2550,0.99,1.67,0.64
rcp45diff,2030,2551,0.63,0.99,0.4
rcp45diff,2030,2555,3.42,5.76,0.89
rcp45diff,2030,2556,3.43,5.8,0.92
rcp45diff,2030,2557,3.22,5.52,0.97
rcp45diff,2030,2558,2.96,5.1,1.1
rcp45diff,2030,2559,2.96,5.1,1.1
rcp45diff,2030,2560,2.2,4.45,0.69
rcp45diff,2030,2563,3.12,5.78,0.77
rcp45diff,2030,2564,2.78,4.38,1.12
rcp45diff,2030,2565,2.92,4.85,1.13
rcp45diff,2030,2566,2.83,4.9,0.92
rcp45diff,2030,2567,3.08,5.61,0.85
rcp45diff,2030,2568,3.1,6.4,0.82
rcp45diff,2030,2569,3.1,6.4,0.82
rcp45diff,2030,2570,3.33,6.27,0.57
rcp45diff,2030,2571,2.71,5.78,0.46
rcp45diff,2030,2572,2.91,6.27,0.36
rcp45diff,2030,2573,3.08,7.15,0.3
rcp45diff,2030,2574,1.93,4.22,0.37
rcp45diff,2030,2575,2.45,5.1,0.49
rcp45diff,2030,2576,1.23,2.66,0.26
rcp45diff,2030,2577,1.83,3.67,0.54
rcp45diff,2030,2578,2.11,4.27,0.67
rcp45diff,2030,2579,2.53,4.89,0.84
rcp45diff,2030,2580,2.53,4.55,1.05
rcp45diff,2030,2581,3.86,7.31,1.67
rcp45diff,2030,2582,4.49,8.38,2.05
rcp45diff,2030,2583,4.16,7.99,1.86
rcp45diff,2030,2584,5.23,10.09,2.25
rcp45diff,2030,2585,6.16,12.11,2.79
rcp45diff,2030,2586,6.06,12.06,2.94
rcp45diff,2030,2587,7.48,14.61,3.98
rcp45diff,2030,2588,7.77,15.29,4.23
rcp45diff,2030,2590,8.51,16.4,4.74
rcp45diff,2030,2594,9.02,17.68,5.3
rcp45diff,2030,2600,3.55,6.39,1.59
rcp45diff,2030,2601,3.62,6.42,1.58
rcp45diff,2030,2602,3.73,6.9,1.92
rcp45diff,2030,2603,3.56,6.15,1.65
rcp45diff,2030,2604,3.56,6.15,1.65
rcp45diff,2030,2605,3.52,6.22,1.48
rcp45diff,2030,2606,3.3,5.81,1.32
rcp45diff,2030,2607,2.98,5.2,1.07
rcp45diff,2030,2609,3.52,6.63,1.78
rcp45diff,2030,2611,1.42,2.04,0.57
rcp45diff,2030,2612,3.81,6.5,2
rcp45diff,2030,2614,3.62,6.45,1.66
rcp45diff,2030,2615,3.58,5.9,1.6
rcp45diff,2030,2617,3.69,6.48,1.83
rcp45diff,2030,2618,3.66,6.89,1.68
rcp45diff,2030,2619,3.47,6.35,1.6
rcp45diff,2030,2620,1.82,2.9,0.79
rcp45diff,2030,2621,1.65,2.61,0.75
rcp45diff,2030,2622,1.37,2.37,0.63
rcp45diff,2030,2623,1.34,1.65,0.48
rcp45diff,2030,2624,0.05,0.08,0.01
rcp45diff,2030,2625,0,0,0
rcp45diff,2030,2626,1.16,1.23,0.48
rcp45diff,2030,2627,0.6,0.71,0.32
rcp45diff,2030,2628,1.12,1.2,0.55
rcp45diff,2030,2629,0.28,0.3,0.12
rcp45diff,2030,2630,0.92,1,0.4
rcp45diff,2030,2631,0.75,0.9,0.43
rcp45diff,2030,2632,1.1,1.31,0.64
rcp45diff,2030,2633,1.19,1.23,0.63
rcp45diff,2030,2640,5.88,9.33,3.51
rcp45diff,2030,2641,7.39,11.9,4.28
rcp45diff,2030,2642,5.7,8.94,3.47
rcp45diff,2030,2643,9.02,13.54,5.18
rcp45diff,2030,2644,5.28,8.67,3.01
rcp45diff,2030,2645,10.65,16.2,7.35
rcp45diff,2030,2646,9.68,14.56,6.1
rcp45diff,2030,2647,8.92,12.71,5.26
rcp45diff,2030,2648,13.35,18.46,9.06
rcp45diff,2030,2649,1.29,1.24,0.51
rcp45diff,2030,2650,7.99,14.23,4.62
rcp45diff,2030,2651,9.07,16.42,5.64
rcp45diff,2030,2652,10.25,17.11,6.31
rcp45diff,2030,2653,2.52,3.6,1.41
rcp45diff,2030,2655,8.92,15.26,5.25
rcp45diff,2030,2656,9.73,15.78,5.89
rcp45diff,2030,2658,8.19,13.45,4.83
rcp45diff,2030,2659,7.91,12.64,4.5
rcp45diff,2030,2660,7.17,11.7,4.06
rcp45diff,2030,2661,8.83,15.72,5.63
rcp45diff,2030,2663,9.42,17.75,5.37
rcp45diff,2030,2665,11.02,19.11,6.75
rcp45diff,2030,2666,9.94,18.97,5.75
rcp45diff,2030,2668,10.96,20.56,7.07
rcp45diff,2030,2669,12.44,21.54,8.4
rcp45diff,2030,2671,11.79,21.84,7.85
rcp45diff,2030,2672,14.04,23.43,10.66
rcp45diff,2030,2675,14.82,22.8,10.63
rcp45diff,2030,2678,9.81,17.65,6.38
rcp45diff,2030,2680,11.23,18.25,6.73
rcp45diff,2030,2681,11.4,18.75,6.83
rcp45diff,2030,2700,10.76,17.03,6.8
rcp45diff,2030,2701,10,18.01,5.96
rcp45diff,2030,2702,10.54,17.84,6.57
rcp45diff,2030,2703,10.91,18.11,7.04
rcp45diff,2030,2705,10.9,18.31,6.74
rcp45diff,2030,2706,10.76,17.07,6.48
rcp45diff,2030,2707,10.38,16.16,6.53
rcp45diff,2030,2710,9.23,13.02,5.68
rcp45diff,2030,2711,12.49,18.17,8.57
rcp45diff,2030,2712,9.44,13.74,5.94
rcp45diff,2030,2713,9.08,13.17,5.36
rcp45diff,2030,2714,8.46,11.93,4.93
rcp45diff,2030,2715,13.02,17.86,8.74
rcp45diff,2030,2716,10.09,15.51,6.41
rcp45diff,2030,2717,11.93,16.54,7.78
rcp45diff,2030,2720,2.52,4.13,1.32
rcp45diff,2030,2721,11.54,21.55,7.95
rcp45diff,2030,2722,7.04,13.71,3.96
rcp45diff,2030,2725,9.24,18.07,5.34
rcp45diff,2030,2726,7.9,15.03,4.45
rcp45diff,2030,2727,6.1,11.61,3.42
rcp45diff,2030,2729,5.99,11.47,3.23
rcp45diff,2030,2730,2.59,3.94,1.09
rcp45diff,2030,2731,7.56,10.17,4.72
rcp45diff,2030,2732,9.22,12.34,5.57
rcp45diff,2030,2733,10.04,14.06,5.84
rcp45diff,2030,2734,10.12,13.83,5.94
rcp45diff,2030,2735,9.97,13.5,5.87
rcp45diff,2030,2736,10.6,14.53,6.37
rcp45diff,2030,2737,11.87,16.1,7.41
rcp45diff,2030,2738,11.91,16.35,7.57
rcp45diff,2030,2739,11.99,16.45,7.7
rcp45diff,2030,2745,3.68,6.25,0.55
rcp45diff,2030,2747,3.79,6.3,0.82
rcp45diff,2030,2748,3.85,5.82,1.42
rcp45diff,2030,2749,3.83,6.98,0.2
rcp45diff,2030,2750,3.83,6.65,0.3
rcp45diff,2030,2752,3.6,6.7,0.05
rcp45diff,2030,2753,3.2,6.91,-0.51
rcp45diff,2030,2754,3.28,7.09,-1
rcp45diff,2030,2756,3.12,6.88,-0.19
rcp45diff,2030,2757,3.29,7.48,-1
rcp45diff,2030,2758,2.76,6.09,-0.28
rcp45diff,2030,2759,3.72,5.6,1.45
rcp45diff,2030,2760,3.65,5.97,0.87
rcp45diff,2030,2761,3.51,5.69,0.9
rcp45diff,2030,2762,3.16,6.1,-0.2
rcp45diff,2030,2763,3.37,5.4,0.92
rcp45diff,2030,2765,3.42,6.41,0.05
rcp45diff,2030,2766,3.51,5.27,1.37
rcp45diff,2030,2767,3.66,5,1.9
rcp45diff,2030,2768,3.37,5.4,0.92
rcp45diff,2030,2769,3.07,5.8,-0.05
rcp45diff,2030,2770,3.65,5.65,1.22
rcp45diff,2030,2773,4.02,6.42,0.67
rcp45diff,2030,2774,3.63,6.67,0.26
rcp45diff,2030,2775,2.63,6.03,-0.19
rcp45diff,2030,2776,2.92,6.25,0.12
rcp45diff,2030,2777,3.25,6.93,-0.15
rcp45diff,2030,2778,2.63,5.35,0.1
rcp45diff,2030,2779,2.63,5.35,0.1
rcp45diff,2030,2780,1.76,3.65,0.13
rcp45diff,2030,2782,1.87,3.92,0.05
rcp45diff,2030,2783,2.16,4.5,0.1
rcp45diff,2030,2784,2.25,4.64,0.07
rcp45diff,2030,2785,1.94,3.93,0.35
rcp45diff,2030,2786,1.13,2.53,0.15
rcp45diff,2030,2787,2.09,4.07,0.31
rcp45diff,2030,2790,1.65,3.3,0.26
rcp45diff,2030,2791,3.74,6.87,1.49
rcp45diff,2030,2792,6.47,13.25,3.49
rcp45diff,2030,2793,7.58,15.99,4.29
rcp45diff,2030,2794,8.88,18.75,5.13
rcp45diff,2030,2795,2.91,5.26,0.99
rcp45diff,2030,2797,5.47,11.14,2.82
rcp45diff,2030,2798,2.78,4.54,0.92
rcp45diff,2030,2799,3.36,5.81,1.42
rcp45diff,2030,2800,5.32,10.75,2.56
rcp45diff,2030,2803,7.65,15.82,4.33
rcp45diff,2030,2804,10.18,21.01,6.25
rcp45diff,2030,2805,10.59,21.41,6.53
rcp45diff,2030,2806,10.77,22.39,6.56
rcp45diff,2030,2807,8.45,18.02,4.91
rcp45diff,2030,2808,7.42,15.46,3.93
rcp45diff,2030,2809,8.57,17.62,5.14
rcp45diff,2030,2810,10.48,20.65,6.74
rcp45diff,2030,2817,11.46,22.11,5.56
rcp45diff,2030,2818,11.02,22.53,4.65
rcp45diff,2030,2820,9.22,18.62,4.32
rcp45diff,2030,2821,13.67,26.65,6.33
rcp45diff,2030,2822,12.43,24.83,5.8
rcp45diff,2030,2823,14.86,28.43,7.46
rcp45diff,2030,2824,16.89,31.68,9.66
rcp45diff,2030,2825,16.67,30.29,10.25
rcp45diff,2030,2826,15.86,29.41,8.89
rcp45diff,2030,2827,13.93,27.18,6.8
rcp45diff,2030,2828,14.37,27.4,6.94
rcp45diff,2030,2829,16.78,31.02,8.79
rcp45diff,2030,2830,11.88,23.96,5.3
rcp45diff,2030,2831,17.25,30.32,10.98
rcp45diff,2030,2832,18.54,32.2,10.9
rcp45diff,2030,2833,18.47,32.88,10.16
rcp45diff,2030,2834,19.21,32.24,11.14
rcp45diff,2030,2835,18.18,28.17,12.95
rcp45diff,2030,2836,18.96,25.7,15.61
rcp45diff,2030,2838,20.03,32.04,12.35
rcp45diff,2030,2839,19.91,32.07,12.58
rcp45diff,2030,2840,20.7,29.93,15.85
rcp45diff,2030,2842,10.07,19.66,5.07
rcp45diff,2030,2843,5.49,11,1.86
rcp45diff,2030,2844,8.79,16.96,3.9
rcp45diff,2030,2845,1.08,1.85,0.2
rcp45diff,2030,2846,3.12,6.28,0.68
rcp45diff,2030,2847,1.23,2.08,0.23
rcp45diff,2030,2848,3.21,6.64,0.62
rcp45diff,2030,2849,3.61,7.28,0.71
rcp45diff,2030,2850,4.94,9.73,1.65
rcp45diff,2030,2852,7.84,15.29,3.53
rcp45diff,2030,2864,8.89,18.92,5.14
rcp45diff,2030,2865,8.4,18.13,4.39
rcp45diff,2030,2866,7.24,14.99,3.48
rcp45diff,2030,2867,8.8,18.6,4.49
rcp45diff,2030,2868,9.8,20.35,4.86
rcp45diff,2030,2869,12.21,24.32,5.88
rcp45diff,2030,2870,10.77,22.74,5.71
rcp45diff,2030,2871,11.97,23.53,7.85
rcp45diff,2030,2873,14.84,28.36,8.64
rcp45diff,2030,2874,13.42,26.48,7.29
rcp45diff,2030,2875,12.36,24.49,7.1
rcp45diff,2030,2876,11.85,24.04,6.95
rcp45diff,2030,2877,14.11,25.23,9.91
rcp45diff,2030,2878,16.55,22.48,12.51
rcp45diff,2030,2879,16.06,21.61,12.25
rcp45diff,2030,2880,18.04,25.06,14.1
rcp45diff,2030,2900,2.19,3.21,0.71
rcp45diff,2030,2902,2.98,5.2,1.07
rcp45diff,2030,2903,2.98,5.2,1.07
rcp45diff,2030,2904,2.98,5.2,1.07
rcp45diff,2030,2905,2.64,4.13,0.86
rcp45diff,2030,2906,2.29,3.05,0.65
rcp45diff,2030,2911,3.66,7.3,1.85
rcp45diff,2030,2912,3.46,6.92,1.82
rcp45diff,2030,2913,3.51,6.35,1.68
rcp45diff,2030,2914,3.47,6.7,1.7
rcp45diff,2030,3000,2.82,2.95,2.25
rcp45diff,2030,3002,2.82,2.95,2.25
rcp45diff,2030,3003,2.75,3,2.4
rcp45diff,2030,3004,2.82,2.95,2.25
rcp45diff,2030,3006,2.82,2.95,2.25
rcp45diff,2030,3008,2.75,3,2.4
rcp45diff,2030,3011,2.67,3.05,2.55
rcp45diff,2030,3012,2.79,3.35,2.2
rcp45diff,2030,3013,2.67,3.05,2.55
rcp45diff,2030,3015,2.67,3.05,2.55
rcp45diff,2030,3016,2.67,3.05,2.55
rcp45diff,2030,3018,2.71,3.05,2.47
rcp45diff,2030,3019,2.79,3.35,2.2
rcp45diff,2030,3020,2.85,3.39,2.21
rcp45diff,2030,3021,2.94,3.62,1.93
rcp45diff,2030,3022,2.98,3.6,2
rcp45diff,2030,3023,2.92,3.42,2.22
rcp45diff,2030,3024,2.93,3.14,2.46
rcp45diff,2030,3025,2.76,3.15,2.5
rcp45diff,2030,3026,2.83,3.3,2.33
rcp45diff,2030,3027,2.73,3.05,2.42
rcp45diff,2030,3028,2.73,3.05,2.42
rcp45diff,2030,3029,2.85,3.2,2.39
rcp45diff,2030,3030,2.74,2.86,2.34
rcp45diff,2030,3031,2.76,3.34,2.1
rcp45diff,2030,3032,2.74,3.47,2.05
rcp45diff,2030,3033,2.91,3.65,1.85
rcp45diff,2030,3034,2.91,3.65,1.85
rcp45diff,2030,3036,2.97,3.52,1.95
rcp45diff,2030,3037,3,3.45,2.05
rcp45diff,2030,3038,2.97,3.52,1.98
rcp45diff,2030,3039,2.78,3.67,1.8
rcp45diff,2030,3040,2.78,3.67,1.8
rcp45diff,2030,3041,2.78,3.67,1.8
rcp45diff,2030,3042,2.91,3.65,1.85
rcp45diff,2030,3043,2.94,3.6,1.85
rcp45diff,2030,3044,2.78,3.67,1.8
rcp45diff,2030,3045,2.97,3.5,1.93
rcp45diff,2030,3046,2.83,3.56,1.75
rcp45diff,2030,3047,2.87,3.45,1.7
rcp45diff,2030,3048,2.87,3.45,1.7
rcp45diff,2030,3049,2.97,3.55,1.85
rcp45diff,2030,3051,2.82,2.95,2.25
rcp45diff,2030,3052,2.74,3.32,2
rcp45diff,2030,3053,2.82,2.95,2.25
rcp45diff,2030,3054,2.74,3.32,2
rcp45diff,2030,3055,2.78,3.67,1.8
rcp45diff,2030,3056,2.65,3.7,1.75
rcp45diff,2030,3057,2.65,3.7,1.75
rcp45diff,2030,3058,2.65,3.7,1.75
rcp45diff,2030,3059,2.75,3.35,1.65
rcp45diff,2030,3060,2.71,3.52,1.65
rcp45diff,2030,3061,2.78,3.35,1.55
rcp45diff,2030,3062,2.78,3.35,1.55
rcp45diff,2030,3063,2.84,3.33,1.79
rcp45diff,2030,3064,2.68,3.53,1.46
rcp45diff,2030,3065,2.82,2.95,2.25
rcp45diff,2030,3066,2.82,2.95,2.25
rcp45diff,2030,3067,2.82,2.95,2.25
rcp45diff,2030,3068,2.74,3.32,2
rcp45diff,2030,3070,2.65,3.7,1.75
rcp45diff,2030,3071,2.65,3.7,1.75
rcp45diff,2030,3072,2.65,3.7,1.75
rcp45diff,2030,3073,2.71,3.52,1.65
rcp45diff,2030,3074,2.8,3.3,1.55
rcp45diff,2030,3075,2.8,3.3,1.55
rcp45diff,2030,3076,2.8,3.3,1.55
rcp45diff,2030,3078,2.61,3.3,1.88
rcp45diff,2030,3079,2.74,3.67,1.8
rcp45diff,2030,3081,2.74,3.67,1.8
rcp45diff,2030,3082,2.8,3.3,1.55
rcp45diff,2030,3083,2.77,3.49,1.67
rcp45diff,2030,3084,2.83,3.65,1.85
rcp45diff,2030,3085,2.83,3.65,1.85
rcp45diff,2030,3087,2.82,3.45,1.7
rcp45diff,2030,3088,2.82,3.45,1.7
rcp45diff,2030,3089,2.77,3.17,1.55
rcp45diff,2030,3090,2.82,3.25,1.55
rcp45diff,2030,3091,2.77,3.17,1.55
rcp45diff,2030,3093,2.83,3.65,1.85
rcp45diff,2030,3094,2.83,3.65,1.85
rcp45diff,2030,3095,2.73,3.25,1.62
rcp45diff,2030,3096,2.72,3.1,1.55
rcp45diff,2030,3097,2.65,3.26,1.46
rcp45diff,2030,3099,2.53,3.25,1.63
rcp45diff,2030,3101,2.53,3.18,1.88
rcp45diff,2030,3102,2.59,3.17,1.92
rcp45diff,2030,3103,2.12,2.9,1.65
rcp45diff,2030,3104,2.47,3.27,1.75
rcp45diff,2030,3105,2.83,3.65,1.85
rcp45diff,2030,3106,2.7,3.33,1.7
rcp45diff,2030,3107,2.83,3.65,1.85
rcp45diff,2030,3108,2.47,3.27,1.75
rcp45diff,2030,3109,2.38,3.11,1.51
rcp45diff,2030,3111,2.29,2.95,1.27
rcp45diff,2030,3113,2.57,3,1.55
rcp45diff,2030,3114,2.29,2.95,1.27
rcp45diff,2030,3115,2.62,3.32,1.43
rcp45diff,2030,3116,2.63,3.4,1.55
rcp45diff,2030,3121,2.82,2.95,2.25
rcp45diff,2030,3122,2.47,2.92,1.95
rcp45diff,2030,3123,2.12,2.9,1.65
rcp45diff,2030,3124,2.12,2.9,1.65
rcp45diff,2030,3125,2.12,2.9,1.65
rcp45diff,2030,3126,2.12,2.9,1.65
rcp45diff,2030,3127,2.12,2.9,1.65
rcp45diff,2030,3128,2.12,2.9,1.65
rcp45diff,2030,3129,2.12,2.9,1.65
rcp45diff,2030,3130,2.07,2.9,1.33
rcp45diff,2030,3131,2.01,2.9,1
rcp45diff,2030,3132,2.01,2.9,1
rcp45diff,2030,3133,2.01,2.9,1
rcp45diff,2030,3134,2.4,3.1,1.37
rcp45diff,2030,3135,1.95,2.85,1.12
rcp45diff,2030,3136,2.28,3.02,1.34
rcp45diff,2030,3137,2.27,3.1,1.4
rcp45diff,2030,3138,2.27,3.1,1.4
rcp45diff,2030,3139,2.12,2.85,1.6
rcp45diff,2030,3140,2.34,3.33,1.43
rcp45diff,2030,3141,2.82,2.95,2.25
rcp45diff,2030,3142,2.82,2.95,2.25
rcp45diff,2030,3143,2.82,2.95,2.25
rcp45diff,2030,3144,2.47,2.92,1.95
rcp45diff,2030,3145,2.18,2.85,1.85
rcp45diff,2030,3146,2.12,2.9,1.65
rcp45diff,2030,3147,2.12,2.9,1.65
rcp45diff,2030,3148,2.18,2.85,1.85
rcp45diff,2030,3149,2.15,2.85,1.54
rcp45diff,2030,3150,2.16,2.83,1.5
rcp45diff,2030,3151,2.07,2.9,1.33
rcp45diff,2030,3152,2.12,2.85,1.23
rcp45diff,2030,3153,1.95,2.85,1.12
rcp45diff,2030,3154,1.9,2.8,1.25
rcp45diff,2030,3155,1.95,2.85,1.12
rcp45diff,2030,3156,2.06,2.84,1.29
rcp45diff,2030,3158,2.1,2.85,1.45
rcp45diff,2030,3159,2.02,2.75,1.47
rcp45diff,2030,3160,2.02,2.75,1.47
rcp45diff,2030,3161,2.39,2.88,1.98
rcp45diff,2030,3168,2.23,2.8,1.75
rcp45diff,2030,3170,2.23,2.8,1.45
rcp45diff,2030,3171,2.23,2.8,1.75
rcp45diff,2030,3172,2.29,2.73,1.89
rcp45diff,2030,3173,2.35,2.65,2.03
rcp45diff,2030,3174,2.32,2.77,1.63
rcp45diff,2030,3175,2.27,2.74,1.85
rcp45diff,2030,3177,2.27,2.7,1.53
rcp45diff,2030,3178,2.17,2.83,1.45
rcp45diff,2030,3179,2.23,2.8,1.45
rcp45diff,2030,3180,2.06,2.84,1.29
rcp45diff,2030,3181,2.82,2.95,2.25
