file_grid,file_scenario,file_period,geo_name,cent_lat,cent_long,ensmean,ensmax,ensmin
AUS-44,historical,1995,0800,-12.4618599,130.8437372,58.61,65.1,47.4
AUS-44,historical,1995,0822,-13.0260483,132.887212,74.12,82.9,67.11
AUS-44,historical,1995,0828,-12.4282549,130.9395854,55.87,67.3,43.15
AUS-44,historical,1995,0829,-12.4492207,131.0018472,55.87,67.3,43.15
AUS-44,historical,1995,0830,-12.3870718,131.0404165,71.16,80.9,61.12
AUS-44,historical,1995,0832,-12.5126911,130.9968258,77.43,88.8,67.98
AUS-44,historical,1995,0834,-12.5468428,131.0235087,99,110.3,92.8
AUS-44,historical,1995,0835,-12.4715578,131.0619515,77.43,88.8,67.98
AUS-44,historical,1995,0836,-12.5602925,131.1310347,77.43,88.8,67.98
AUS-44,historical,1995,0837,-12.7544942,131.1503128,99,110.3,92.8
AUS-44,historical,1995,0838,-12.7188249,131.0069737,99,110.3,92.8
AUS-44,historical,1995,0839,-12.5199814,131.0401759,99,110.3,92.8
AUS-44,historical,1995,0840,-12.7328528,130.443408,58.61,65.1,47.4
AUS-44,historical,1995,0841,-12.8192879,130.9697535,78.8,87.7,70.1
AUS-44,historical,1995,0845,-13.0897042,131.0573723,121.22,134.1,112.15
AUS-44,historical,1995,0846,-13.1678493,131.1558003,121.22,134.1,112.15
AUS-44,historical,1995,0847,-13.8235594,131.8262011,119.32,130.95,109.35
AUS-44,historical,1995,0850,-14.440684,132.271074,125.41,136.03,118.94
AUS-44,historical,1995,0852,-16.82029,132.8112626,152.62,163.03,147.18
AUS-44,historical,1995,0853,-14.5312127,132.379278,138.52,151.4,131.12
AUS-44,historical,1995,0854,-16.070328,136.308667,109.3,116.65,102.6
AUS-44,historical,1995,0860,-19.6547857,134.1870765,142.65,150.9,139.75
AUS-44,historical,1995,0862,-18.0759794,135.8358942,151.97,163.47,146.09
AUS-44,historical,1995,0870,-23.7156006,133.8303408,92.62,96.65,89.25
AUS-44,historical,1995,0872,-23.6805973,131.2723216,123.58,129.63,118.96
AUS-44,historical,1995,0873,-23.7757792,133.8551121,92.62,96.65,89.25
AUS-44,historical,1995,0874,-23.6716528,133.8886827,92.62,96.65,89.25
AUS-44,historical,1995,0875,-23.6968734,133.8333387,92.62,96.65,89.25
AUS-44,historical,1995,0880,-12.2462823,136.6461037,6.72,13.1,3
AUS-44,historical,1995,0886,-12.6693581,132.8370106,110.75,120.8,101.7
AUS-44,historical,1995,2115,-33.8115702,151.0598996,13.57,16.35,11.7
AUS-44,historical,1995,2116,-33.8126106,151.0399945,13.57,16.35,11.7
AUS-44,historical,1995,2117,-33.7958911,151.0401288,13.57,16.35,11.7
AUS-44,historical,1995,2118,-33.7757381,151.0453854,13.57,16.35,11.7
AUS-44,historical,1995,2119,-33.753919,151.0652904,13.57,16.35,11.7
AUS-44,historical,1995,2120,-33.7269226,151.0756088,13.57,16.35,11.7
AUS-44,historical,1995,2121,-33.769202,151.0807952,13.57,16.35,11.7
AUS-44,historical,1995,2125,-33.7483097,151.0333994,13.57,16.35,11.7
AUS-44,historical,1995,2126,-33.7219539,151.0461244,13.57,16.35,11.7
AUS-44,historical,1995,2127,-33.8387701,151.0679846,13.57,16.35,11.7
AUS-44,historical,1995,2128,-33.8342202,151.0462605,13.57,16.35,11.7
AUS-44,historical,1995,2135,-33.8784819,151.0818047,13.57,16.35,11.7
AUS-44,historical,1995,2140,-33.862745,151.0752094,13.57,16.35,11.7
AUS-44,historical,1995,2141,-33.8673037,151.0474364,13.57,16.35,11.7
AUS-44,historical,1995,2142,-33.8353382,151.0182569,13.57,16.35,11.7
AUS-44,historical,1995,2143,-33.8882862,151.0263047,9.85,11.7,8.45
AUS-44,historical,1995,2144,-33.8546857,151.0262092,13.57,16.35,11.7
AUS-44,historical,1995,2145,-33.8148874,150.9520219,13.57,16.35,11.7
AUS-44,historical,1995,2146,-33.7898173,150.9531598,13.57,16.35,11.7
AUS-44,historical,1995,2147,-33.767964,150.9366438,13.57,16.35,11.7
AUS-44,historical,1995,2148,-33.784907,150.8992225,13.57,16.35,11.7
AUS-44,historical,1995,2150,-33.8149731,151.0066691,13.57,16.35,11.7
AUS-44,historical,1995,2151,-33.7837281,151.0145987,13.57,16.35,11.7
AUS-44,historical,1995,2152,-33.7873006,150.9941497,13.57,16.35,11.7
AUS-44,historical,1995,2153,-33.7542794,150.9748516,13.57,16.35,11.7
AUS-44,historical,1995,2154,-33.7278862,150.9998798,13.57,16.35,11.7
AUS-44,historical,1995,2155,-33.6907795,150.9350316,13.57,16.35,11.7
AUS-44,historical,1995,2156,-33.6524934,150.9716251,13.57,16.35,11.7
AUS-44,historical,1995,2157,-33.5403729,151.0312884,13.57,16.35,11.7
AUS-44,historical,1995,2158,-33.6755024,151.0357741,13.57,16.35,11.7
AUS-44,historical,1995,2159,-33.5888305,151.0801476,13.57,16.35,11.7
AUS-44,historical,1995,2160,-33.8362481,150.9827944,13.57,16.35,11.7
AUS-44,historical,1995,2161,-33.8573101,150.9810572,13.57,16.35,11.7
AUS-44,historical,1995,2162,-33.8816337,151.0029906,13.57,16.35,11.7
AUS-44,historical,1995,2163,-33.8867024,150.9782398,9.85,11.7,8.45
AUS-44,historical,1995,2164,-33.8451982,150.9173179,13.57,16.35,11.7
AUS-44,historical,1995,2165,-33.8704584,150.9464064,13.57,16.35,11.7
AUS-44,historical,1995,2166,-33.8930826,150.9378767,9.85,11.7,8.45
AUS-44,historical,1995,2167,-33.9714632,150.8935429,6.12,7.05,5.2
AUS-44,historical,1995,2168,-33.9135127,150.8765566,9.85,11.7,8.45
AUS-44,historical,1995,2170,-33.9335065,150.9187358,9.85,11.7,8.45
AUS-44,historical,1995,2171,-33.9156456,150.8414616,9.85,11.7,8.45
AUS-44,historical,1995,2172,-33.9652725,150.9803678,6.12,7.05,5.2
AUS-44,historical,1995,2173,-34.0670666,150.9142106,6.12,7.05,5.2
AUS-44,historical,1995,2174,-33.9626772,150.857609,6.12,7.05,5.2
AUS-44,historical,1995,2175,-33.8402193,150.8477361,13.57,16.35,11.7
AUS-44,historical,1995,2176,-33.8709274,150.8840932,13.57,16.35,11.7
AUS-44,historical,1995,2177,-33.8925718,150.88116,9.85,11.7,8.45
AUS-44,historical,1995,2178,-33.870209,150.7999098,9.85,11.7,8.45
AUS-44,historical,1995,2179,-33.9521367,150.8015989,9.85,11.7,8.45
AUS-44,historical,1995,2190,-33.9007282,151.055755,9.85,11.7,8.45
AUS-44,historical,1995,2195,-33.9210302,151.0729714,6.12,7.05,5.2
AUS-44,historical,1995,2196,-33.9304954,151.0607315,6.12,7.05,5.2
AUS-44,historical,1995,2197,-33.8992101,150.996347,9.85,11.7,8.45
AUS-44,historical,1995,2198,-33.9089127,150.9881172,9.85,11.7,8.45
AUS-44,historical,1995,2199,-33.9046972,151.0203206,9.85,11.7,8.45
AUS-44,historical,1995,2200,-33.9222203,151.0144059,6.12,7.05,5.2
AUS-44,historical,1995,2209,-33.9472291,151.076998,6.12,7.05,5.2
AUS-44,historical,1995,2210,-33.9623329,151.0523381,6.12,7.05,5.2
AUS-44,historical,1995,2211,-33.9556295,151.0323597,6.12,7.05,5.2
AUS-44,historical,1995,2212,-33.9491912,151.0138833,6.12,7.05,5.2
AUS-44,historical,1995,2213,-33.9623742,150.9992886,6.12,7.05,5.2
AUS-44,historical,1995,2214,-33.9388367,150.9814881,6.12,7.05,5.2
AUS-44,historical,1995,2223,-33.977333,151.0735859,6.12,7.05,5.2
AUS-44,historical,1995,2225,-34.0037535,151.0802526,6.12,7.05,5.2
AUS-44,historical,1995,2226,-34.0108308,151.0623971,6.12,7.05,5.2
AUS-44,historical,1995,2232,-34.1041843,151.0671633,6.12,7.05,5.2
AUS-44,historical,1995,2233,-34.0886024,150.9927398,6.12,7.05,5.2
AUS-44,historical,1995,2234,-34.0172172,151.0061873,6.12,7.05,5.2
AUS-44,historical,1995,2250,-33.3169676,151.2133215,3.38,4.1,2.5
AUS-44,historical,1995,2251,-33.4755574,151.3960834,3.38,4.1,2.5
AUS-44,historical,1995,2258,-33.3166753,151.3386999,3.38,4.1,2.5
AUS-44,historical,1995,2259,-33.1865017,151.37931,3.38,4.1,2.5
AUS-44,historical,1995,2260,-33.4284556,151.4368331,3.38,4.1,2.5
AUS-44,historical,1995,2261,-33.3543355,151.4602302,3.38,4.1,2.5
AUS-44,historical,1995,2262,-33.2083111,151.5366167,3.38,4.1,2.5
AUS-44,historical,1995,2263,-33.253501,151.5248262,3.38,4.1,2.5
AUS-44,historical,1995,2264,-33.1110621,151.4701021,3.38,4.1,2.5
AUS-44,historical,1995,2265,-33.0506514,151.4291779,8.07,9.35,6.82
AUS-44,historical,1995,2267,-33.0701096,151.5846026,3.38,4.1,2.5
AUS-44,historical,1995,2278,-32.9461245,151.5509017,9.43,10.9,8.07
AUS-44,historical,1995,2280,-33.0256277,151.6657766,6.09,7.2,5
AUS-44,historical,1995,2282,-32.980017,151.6505583,6.09,7.2,5
AUS-44,historical,1995,2283,-33.0170781,151.5661194,7.41,8.63,6.22
AUS-44,historical,1995,2284,-32.9539949,151.6093387,6.09,7.2,5
AUS-44,historical,1995,2285,-32.923399,151.6321061,6.09,7.2,5
AUS-44,historical,1995,2286,-32.8974423,151.5684532,9.43,10.9,8.07
AUS-44,historical,1995,2287,-32.8916293,151.6512476,6.09,7.2,5
AUS-44,historical,1995,2289,-32.9450322,151.7058053,6.09,7.2,5
AUS-44,historical,1995,2290,-32.9828089,151.6996757,6.09,7.2,5
AUS-44,historical,1995,2291,-32.9473308,151.7433091,6.09,7.2,5
AUS-44,historical,1995,2292,-32.9219629,151.7349591,6.09,7.2,5
AUS-44,historical,1995,2293,-32.9157153,151.7562906,6.09,7.2,5
AUS-44,historical,1995,2294,-32.9118093,151.7662875,6.09,7.2,5
AUS-44,historical,1995,2295,-32.8745939,151.8062998,6.09,7.2,5
AUS-44,historical,1995,2296,-32.913867,151.7473948,6.09,7.2,5
AUS-44,historical,1995,2297,-32.9073008,151.7508108,6.09,7.2,5
AUS-44,historical,1995,2298,-32.9037622,151.720878,6.09,7.2,5
AUS-44,historical,1995,2299,-32.9085727,151.7024727,6.09,7.2,5
AUS-44,historical,1995,2300,-32.9312541,151.7760273,6.09,7.2,5
AUS-44,historical,1995,2302,-32.9284168,151.7609124,6.09,7.2,5
AUS-44,historical,1995,2303,-32.9273748,151.7474018,6.09,7.2,5
AUS-44,historical,1995,2304,-32.8722097,151.7387323,6.09,7.2,5
AUS-44,historical,1995,2305,-32.9272246,151.7034585,6.09,7.2,5
AUS-44,historical,1995,2306,-32.9925121,151.6809457,6.09,7.2,5
AUS-44,historical,1995,2307,-32.8788209,151.6910526,6.09,7.2,5
AUS-44,historical,1995,2308,-32.8920344,151.70532,6.09,7.2,5
AUS-44,historical,1995,2311,-32.2684048,151.4748275,7.21,9,5.88
AUS-44,historical,1995,2312,-32.1283214,152.3903277,4.13,5.5,3.18
AUS-44,historical,1995,2316,-32.7712303,152.0417335,6.09,7.2,5
AUS-44,historical,1995,2317,-32.7299424,152.087188,6.09,7.2,5
AUS-44,historical,1995,2318,-32.7602875,151.8652256,6.09,7.2,5
AUS-44,historical,1995,2319,-32.744391,152.0007348,6.09,7.2,5
AUS-44,historical,1995,2320,-32.7082311,151.4626857,9.43,10.9,8.07
AUS-44,historical,1995,2321,-32.6213339,151.6898512,8.11,9.82,6.68
AUS-44,historical,1995,2322,-32.8205978,151.6511494,9.43,10.9,8.07
AUS-44,historical,1995,2323,-32.885602,151.5106509,7.41,8.63,6.22
AUS-44,historical,1995,2324,-32.6552868,151.9260114,5.79,7.42,4.45
AUS-44,historical,1995,2325,-32.9540895,151.1481933,8.97,10.35,7.6
AUS-44,historical,1995,2326,-32.7858832,151.4531124,12.77,14.6,11.15
AUS-44,historical,1995,2327,-32.8295612,151.4815537,12.77,14.6,11.15
AUS-44,historical,1995,2328,-32.531197,150.5126395,12.16,13.78,10.32
AUS-44,historical,1995,2329,-32.0584695,150.1809766,11.65,13,9.84
AUS-44,historical,1995,2330,-32.6589613,150.9130195,9.56,10.99,8.19
AUS-44,historical,1995,2331,-32.6965737,151.1831703,12.77,14.6,11.15
AUS-44,historical,1995,2333,-32.3493548,150.6854517,11.78,13.34,10.05
AUS-44,historical,1995,2334,-32.6889852,151.3867148,12.77,14.6,11.15
AUS-44,historical,1995,2335,-32.6164312,151.3714693,12.76,14.5,11.12
AUS-44,historical,1995,2336,-32.0849393,150.9763399,12.45,14.3,10.59
AUS-44,historical,1995,2337,-31.9039261,151.0838945,6.89,8.09,5.75
AUS-44,historical,1995,2338,-31.7035993,150.9849715,7.56,8.97,6.16
AUS-44,historical,1995,2339,-31.7363808,150.5241567,12.94,14.75,10.81
AUS-44,historical,1995,2340,-31.2356375,150.9737919,11.06,12.97,9.28
AUS-44,historical,1995,2341,-31.3517747,150.6243186,12.72,14.9,10.45
AUS-44,historical,1995,2342,-31.1849792,150.5980145,15.23,17.57,12.88
AUS-44,historical,1995,2343,-31.5221868,150.3822637,10.83,12.35,9.18
AUS-44,historical,1995,2344,-31.1483783,150.7501762,14.46,16.97,12.03
AUS-44,historical,1995,2345,-30.9002764,150.8387335,10.62,12.62,8.7
AUS-44,historical,1995,2346,-30.688044,150.7605493,13.14,15.4,11.25
AUS-44,historical,1995,2347,-30.3186271,150.5594289,11.08,13,9.43
AUS-44,historical,1995,2350,-30.4648811,151.9001554,1.06,1.48,0.74
AUS-44,historical,1995,2352,-31.0871914,151.158432,10.62,12.62,8.7
AUS-44,historical,1995,2353,-30.9495206,151.0480726,10.62,12.62,8.7
AUS-44,historical,1995,2354,-31.1490618,151.7340486,1.34,1.82,0.96
AUS-44,historical,1995,2355,-30.7470792,151.1143953,7.66,9.23,6.3
AUS-44,historical,1995,2356,-30.5653331,148.9760468,41.43,44.77,38.6
AUS-44,historical,1995,2357,-31.2115454,149.3601789,16.73,18.44,14.55
AUS-44,historical,1995,2358,-30.5846783,151.3731956,1.74,2.33,1.24
AUS-44,historical,1995,2359,-30.1755712,151.0111809,10.17,12.15,8.55
AUS-44,historical,1995,2360,-29.6499843,151.1080887,9.05,10.82,7.56
AUS-44,historical,1995,2361,-29.2150704,151.1608134,15.87,19.13,13.12
AUS-44,historical,1995,2365,-30.0932984,151.7001316,1.64,2.25,1.13
AUS-44,historical,1995,2369,-29.9498154,151.2312484,4.65,5.95,3.35
AUS-44,historical,1995,2370,-29.6856174,151.9703718,3.43,4.34,2.58
AUS-44,historical,1995,2371,-29.374093,151.6825902,3.01,3.84,2.26
AUS-44,historical,1995,2372,-29.0319509,152.027026,5.57,6.8,4.44
AUS-44,historical,1995,2379,-31.1061149,149.7911176,15.86,17.77,13.82
AUS-44,historical,1995,2380,-30.9271908,150.1861575,21.39,24.23,18.87
AUS-44,historical,1995,2381,-31.3235723,150.0699976,15.43,17.59,13.18
AUS-44,historical,1995,2382,-30.6599562,150.0974482,21.19,23.71,18.81
AUS-44,historical,1995,2386,-30.0595274,148.9344761,52.38,55.68,49.35
AUS-44,historical,1995,2387,-29.7542186,148.9457845,53.33,56.7,50.17
AUS-44,historical,1995,2388,-30.4364543,149.276537,40.06,43.14,37.11
AUS-44,historical,1995,2390,-30.2448371,149.9134763,29.1,32.32,26.41
AUS-44,historical,1995,2395,-31.5595859,149.4818154,12.21,13.4,10.06
AUS-44,historical,1995,2396,-30.905524,149.0255934,35.66,38.67,32.95
AUS-44,historical,1995,2397,-29.8859504,149.6493283,36.17,39.41,33.2
AUS-44,historical,1995,2398,-29.7322774,149.8198744,38.41,42.32,35.3
AUS-44,historical,1995,2399,-29.4641253,150.1603693,35.04,39.12,32.12
AUS-44,historical,1995,2400,-29.3765578,149.6761995,46.19,49.85,42.92
AUS-44,historical,1995,2401,-29.6308236,150.3236377,27.79,31.44,25.12
AUS-44,historical,1995,2402,-29.4115236,150.5530491,26,29.32,23.35
AUS-44,historical,1995,2403,-29.6256477,150.7706634,15.46,18.12,13.33
AUS-44,historical,1995,2404,-29.9192307,150.5713706,19.08,22.02,16.91
AUS-44,historical,1995,2405,-28.9068891,149.6229379,47.14,50.91,43.85
AUS-44,historical,1995,2406,-28.9829159,149.0180987,55.61,59.61,52.33
AUS-44,historical,1995,2408,-29.0109648,150.4814571,29.45,33,26.62
AUS-44,historical,1995,2409,-28.7123873,150.2454342,36.62,40.58,33.45
AUS-44,historical,1995,2410,-28.9437995,150.774989,22.8,26.54,19.85
AUS-44,historical,1995,2411,-29.1073039,150.31128760000001,31.32,34.86,28.41
AUS-44,historical,1995,2415,-32.2449776,151.8273765,3.48,5.05,2.4
AUS-44,historical,1995,2420,-32.3256068,151.6856296,5.84,7.33,4.71
AUS-44,historical,1995,2421,-32.5396307,151.5509576,9.27,10.96,7.79
AUS-44,historical,1995,2422,-31.9296656,151.8189209,3.22,4.5,2.38
AUS-44,historical,1995,2423,-32.3735653,152.2590733,4.15,5.98,2.93
AUS-44,historical,1995,2424,-31.6563672,152.0090879,2.28,3.05,1.73
AUS-44,historical,1995,2425,-32.4502212,152.0065634,4.8,6.38,3.62
AUS-44,historical,1995,2426,-31.8210499,152.583274,5.43,6.7,4.4
AUS-44,historical,1995,2428,-32.2545661,152.4777342,4.13,5.5,3.18
AUS-44,historical,1995,2429,-31.7963869,152.2610282,2.81,3.89,2.1
AUS-44,historical,1995,2430,-31.8998491,152.4828434,3.25,4.37,2.5
AUS-44,historical,1995,2431,-30.9144485,153.0493542,4.03,5.3,3.15
AUS-44,historical,1995,2439,-31.6117118,152.652172,2.73,3.53,2.12
AUS-44,historical,1995,2440,-30.9195714,152.5693069,1.59,2.19,1.2
AUS-44,historical,1995,2441,-31.1037694,152.7479243,1.87,2.54,1.43
AUS-44,historical,1995,2443,-31.7327396,152.6966454,3.34,4.25,2.6
AUS-44,historical,1995,2444,-31.3884403,152.8790904,1.24,1.8,0.8
AUS-44,historical,1995,2445,-31.5807465,152.8093221,1.24,1.8,0.8
AUS-44,historical,1995,2446,-31.3883264,152.4351291,1.81,2.48,1.35
AUS-44,historical,1995,2447,-30.7276743,152.7849507,3.08,4.05,2.45
AUS-44,historical,1995,2448,-30.5986597,152.9639106,2.13,2.8,1.75
AUS-44,historical,1995,2449,-30.6100548,152.7140773,2.13,2.8,1.75
AUS-44,historical,1995,2450,-30.2023142,152.9964275,2.35,2.98,1.85
AUS-44,historical,1995,2453,-30.2501487,152.544709,1.41,1.88,1.09
AUS-44,historical,1995,2454,-30.4581148,152.7347158,1.1,1.57,0.88
AUS-44,historical,1995,2455,-30.5152847,152.9916751,2.13,2.8,1.75
AUS-44,historical,1995,2460,-29.6432829,152.7434065,4.77,5.96,3.83
AUS-44,historical,1995,2462,-29.7019085,153.1535981,4.01,4.85,3.35
AUS-44,historical,1995,2463,-29.4717954,153.2151657,7,8.8,5.87
AUS-44,historical,1995,2464,-29.4882661,153.3276687,7,8.8,5.87
AUS-44,historical,1995,2465,-29.4137553,153.2471979,7,8.8,5.87
AUS-44,historical,1995,2466,-29.3930076,153.3583022,7,8.8,5.87
AUS-44,historical,1995,2469,-28.9717315,152.7398173,5.38,6.62,4.41
AUS-44,historical,1995,2470,-28.8780834,152.9617147,9.04,10.92,7.62
AUS-44,historical,1995,2471,-29.0230268,153.2098427,8.85,10.82,7.45
AUS-44,historical,1995,2472,-29.1513728,153.3260835,9.99,12.75,8.4
AUS-44,historical,1995,2473,-29.1049562,153.4087672,9.99,12.75,8.4
AUS-44,historical,1995,2474,-28.5008907,152.9175763,4.76,5.54,3.96
AUS-44,historical,1995,2475,-28.5274428,152.4324105,4.48,5.23,3.66
AUS-44,historical,1995,2476,-28.4176755,152.4421344,3.11,3.68,2.42
AUS-44,historical,1995,2477,-28.8890168,153.4363786,8.85,10.82,7.45
AUS-44,historical,1995,2480,-28.7277577,153.2616501,6.13,7.53,5.1
AUS-44,historical,1995,2482,-28.5487661,153.4275424,4.2,4.92,3.45
AUS-44,historical,1995,2484,-28.3766624,153.307057,4.2,4.92,3.45
AUS-44,historical,1995,2500,-34.4210199,150.8738216,1.29,1.75,0.75
AUS-44,historical,1995,2502,-34.4904141,150.8770256,1.29,1.75,0.75
AUS-44,historical,1995,2505,-34.4716884,150.8949548,1.29,1.75,0.75
AUS-44,historical,1995,2506,-34.478704,150.8432235,1.29,1.75,0.75
AUS-44,historical,1995,2508,-34.1902969,150.9526488,6.12,7.05,5.2
AUS-44,historical,1995,2515,-34.2950079,150.9332979,6.12,7.05,5.2
AUS-44,historical,1995,2516,-34.3303535,150.9017963,3.71,4.4,2.97
AUS-44,historical,1995,2517,-34.3488546,150.9013458,3.71,4.4,2.97
AUS-44,historical,1995,2518,-34.3725526,150.8979266,1.29,1.75,0.75
AUS-44,historical,1995,2519,-34.3912333,150.8807254,1.29,1.75,0.75
AUS-44,historical,1995,2525,-34.4308309,150.8487958,1.29,1.75,0.75
AUS-44,historical,1995,2526,-34.4040058,150.7869052,3.71,4.4,2.97
AUS-44,historical,1995,2527,-34.5823581,150.7482271,1.29,1.75,0.75
AUS-44,historical,1995,2528,-34.5478526,150.8589424,1.29,1.75,0.75
AUS-44,historical,1995,2529,-34.6004632,150.8386873,1.29,1.75,0.75
AUS-44,historical,1995,2530,-34.5078382,150.761404,1.29,1.75,0.75
AUS-44,historical,1995,2533,-34.6595041,150.7876485,1.29,1.75,0.75
AUS-44,historical,1995,2534,-34.7360379,150.7860382,1.29,1.75,0.75
AUS-44,historical,1995,2535,-34.760875,150.6840791,1.29,1.75,0.75
AUS-44,historical,1995,2536,-35.6699583,150.1065233,1,1.52,0.52
AUS-44,historical,1995,2537,-35.9136721,149.9146674,1.08,1.67,0.55
AUS-44,historical,1995,2538,-35.4218681,150.2933056,1.26,1.7,0.8
AUS-44,historical,1995,2539,-35.3761068,150.292382,1.39,2,0.83
AUS-44,historical,1995,2540,-34.9815948,150.4874498,1.9,2.55,1.4
AUS-44,historical,1995,2541,-34.8703179,150.5874114,1.69,2.2,1.15
AUS-44,historical,1995,2545,-36.109596,149.834019,0.5,0.78,0.2
AUS-44,historical,1995,2546,-36.3017938,149.8927125,0.69,1.12,0.27
AUS-44,historical,1995,2548,-36.8338577,149.8843464,1.01,1.4,0.45
AUS-44,historical,1995,2549,-36.9633337,149.8151249,0.54,0.8,0.22
AUS-44,historical,1995,2550,-36.7319131,149.6863342,0.62,1.02,0.27
AUS-44,historical,1995,2551,-37.2324676,149.7618028,0.61,0.9,0.27
AUS-44,historical,1995,2555,-33.8819995,150.7452155,9.85,11.7,8.45
AUS-44,historical,1995,2556,-33.9440643,150.7245235,9.85,11.7,8.45
AUS-44,historical,1995,2557,-33.9751105,150.7723961,6.12,7.05,5.2
AUS-44,historical,1995,2558,-34.0308575,150.8051374,6.12,7.05,5.2
AUS-44,historical,1995,2559,-34.0498928,150.7986496,6.12,7.05,5.2
AUS-44,historical,1995,2560,-34.225246,150.8174749,3.71,4.4,2.97
AUS-44,historical,1995,2563,-34.098443,150.7550257,6.12,7.05,5.2
AUS-44,historical,1995,2564,-33.9963391,150.8940611,6.12,7.05,5.2
AUS-44,historical,1995,2565,-33.9908452,150.8498607,6.12,7.05,5.2
AUS-44,historical,1995,2566,-34.0221061,150.8397686,6.12,7.05,5.2
AUS-44,historical,1995,2567,-34.0462044,150.7510118,6.12,7.05,5.2
AUS-44,historical,1995,2568,-34.1375868,150.7211007,6.12,7.05,5.2
AUS-44,historical,1995,2569,-34.1881627,150.7123906,6.12,7.05,5.2
AUS-44,historical,1995,2570,-34.052103,150.5892737,7.62,8.78,6.4
AUS-44,historical,1995,2571,-34.2275418,150.6333734,7.62,8.78,6.4
AUS-44,historical,1995,2572,-34.1912516,150.5135828,7.62,8.78,6.4
AUS-44,historical,1995,2573,-34.2288267,150.5907896,6.12,7.05,5.2
AUS-44,historical,1995,2574,-34.3903042,150.6531055,5.51,6.43,4.52
AUS-44,historical,1995,2575,-34.3629845,150.3627323,4.66,5.55,3.8
AUS-44,historical,1995,2576,-34.5206206,150.5084349,1.7,2.33,1.2
AUS-44,historical,1995,2577,-34.6074377,150.3748255,1.69,2.28,1.18
AUS-44,historical,1995,2578,-34.666656,150.2919972,2.1,2.9,1.65
AUS-44,historical,1995,2579,-34.6687275,150.0880949,2.74,3.57,2.12
AUS-44,historical,1995,2580,-34.702739,149.7728617,4.24,5.21,3.38
AUS-44,historical,1995,2581,-34.7571496,149.2691337,6.08,7.2,5.01
AUS-44,historical,1995,2582,-34.918624199999996,148.8025448,9.35,10.55,8.02
AUS-44,historical,1995,2583,-34.263659,149.3135731,5.99,7.06,5.03
AUS-44,historical,1995,2584,-34.6721271,148.6609424,8.07,9.35,6.9
AUS-44,historical,1995,2585,-34.6078602,148.5599312,8.07,9.35,6.9
AUS-44,historical,1995,2586,-34.3269225,148.7890939,8.66,9.96,7.39
AUS-44,historical,1995,2587,-34.5700781,148.3321119,15.05,16.52,13.45
AUS-44,historical,1995,2588,-34.5141036,148.1188997,13.83,15.3,11.75
AUS-44,historical,1995,2590,-34.6933944,147.9545675,20.07,21.4,18.1
AUS-44,historical,1995,2594,-34.2582062,148.1411999,18.72,20.33,16.83
AUS-44,historical,1995,2600,-35.3193863,149.1329986,2.98,4.3,2.25
AUS-44,historical,1995,2601,-35.2816548,149.1046624,2.98,4.3,2.25
AUS-44,historical,1995,2602,-35.2478113,149.1401094,5,6.2,3.9
AUS-44,historical,1995,2603,-35.3282061,149.1262755,2.98,4.3,2.25
AUS-44,historical,1995,2604,-35.3304569,149.1485677,2.98,4.3,2.25
AUS-44,historical,1995,2605,-35.3310351,149.0899081,2.98,4.3,2.25
AUS-44,historical,1995,2606,-35.3481189,149.0905099,2.98,4.3,2.25
AUS-44,historical,1995,2607,-35.3685388,149.1010946,2.98,4.3,2.25
AUS-44,historical,1995,2609,-35.2940096,149.1957408,5,6.2,3.9
AUS-44,historical,1995,2611,-35.400863,148.7753328,3.75,4.62,2.95
AUS-44,historical,1995,2612,-35.2837247,149.1476848,2.98,4.3,2.25
AUS-44,historical,1995,2614,-35.2489343,149.0548039,5,6.2,3.9
AUS-44,historical,1995,2615,-35.2135676,149.0206316,7.57,8.7,6.15
AUS-44,historical,1995,2617,-35.217787,149.08088,5,6.2,3.9
AUS-44,historical,1995,2618,-35.1225139,149.0465634,7.57,8.7,6.15
AUS-44,historical,1995,2619,-35.3833527,149.2012396,2.98,4.3,2.25
AUS-44,historical,1995,2620,-35.5142611,149.14549,2.32,3.13,1.69
AUS-44,historical,1995,2621,-35.4325711,149.4442847,2.79,3.73,2.03
AUS-44,historical,1995,2622,-35.4202767,149.8561558,1.79,2.57,1.24
AUS-44,historical,1995,2623,-35.5796286,149.4286015,2.32,3.45,1.57
AUS-44,historical,1995,2624,-36.3221437,148.4253905,1.56,2.25,1.12
AUS-44,historical,1995,2625,-36.5033806,148.3058215,3.03,4.1,2.25
AUS-44,historical,1995,2626,-35.9197875,149.1680322,0.98,1.85,0.45
AUS-44,historical,1995,2627,-36.5693371,148.4227737,1.24,1.87,0.85
AUS-44,historical,1995,2628,-36.5605059,148.7168747,0.49,0.93,0.29
AUS-44,historical,1995,2629,-35.8946036,148.6492977,0.88,1.45,0.62
AUS-44,historical,1995,2630,-36.2356414,149.1584479,0.67,1.21,0.32
AUS-44,historical,1995,2631,-36.5590682,149.3394694,0.64,1.13,0.27
AUS-44,historical,1995,2632,-36.9542819,149.2317038,0.96,1.52,0.51
AUS-44,historical,1995,2633,-36.9466317,148.8510073,0.95,1.55,0.52
AUS-44,historical,1995,2640,-35.9710614,147.1787818,12.26,13.38,10.89
AUS-44,historical,1995,2641,-36.0302684,146.9247271,15.43,16.7,13.75
AUS-44,historical,1995,2642,-35.8991311,147.4767369,9.48,10.3,8.52
